Name,Job/Est Date (next service date),Status,Customer,Service Location,Gallons,Notes For Techs,Frequency
Jamel Lloyd,03/11/2026,Scheduled,DKW-Taco Bell #22835,"8425 Davis Lake Pkwy Charlotte, NC 28269",1200,near the speaker - have to block drive-thru hose:30 Tanker: must pump from road with 90 ft of hose  ServiceTime: ,16
Jamel Lloyd,01/22/2026,Scheduled,DKW-Taco Bell #22926,"4000 Highway 49 S Harrisburg, NC 28075",1000,back center in grass between building and drive-thru hose:60 Tanker: Yes: after hours  ServiceTime: ,16
Jamel Lloyd,03/11/2026,Scheduled,DKW-Taco Bell #27434,"9015 S Tryon St Charlotte, NC 28273",1000,in drive-thru near pick-up window - have to block drive-thru hose:30 Tanker: No  ServiceTime: ,16
Jamel Lloyd,02/23/2026,Scheduled,DKW-Taco Bell #27635,"1711 E Broad St Statesville, NC 28625",1700,back center in between drive-thru and building - have to block drive-thru hose:30 Tanker: Yes: after hours  ServiceTime: pump before 11 AM,12
Jamel Lloyd,02/04/2026,Scheduled,DKW-Taco Bell #27667,"106 N Statesville Rd Huntersville, NC 28078",1500,front center hose:30 Tanker: Yes  ServiceTime: ,12
Jamel Lloyd,02/25/2026,Scheduled,DKW-Taco Bell #2804,"6805 W Wilkinson Blvd Belmont, NC 28012",50,"front center	30	Yes
",16
Jamel Lloyd,03/09/2026,Scheduled,DKW-Taco Bell #29867,"13121 S Tryon St Charlotte, NC 28278",1500,back center in mulch hose: Tanker: No  ServiceTime: ,20
Jamel Lloyd,01/30/2026,Scheduled,DKW-Taco Bell #32049,"3923 Corning Pl Charlotte, NC 28216",1500,between parking lot and drive-thru - not in drive-thru hose:60 Tanker: Unknown  ServiceTime: ,12
Jamel Lloyd,02/09/2026,Scheduled,DKW-Taco Bell #41591,"112 Waxhaw Indian Trail Road S  Wesley Chapel, NC 28104",1000,,12
Jamel Lloyd,01/26/2026,Scheduled,DKW-Taco Bell #4795,"10917 Carolina Place Pkwy Pineville, NC 28134",1000,left side of building from Pineville-Matthews Rd in parking space hose:30 Tanker: Yes  ServiceTime: ,12
Jamel Lloyd,03/17/2026,Scheduled,DKW-Taco Bell #4939,"2505 US Highway 70 SE Hickory, NC 28602",1500,in mulch near parking spaces hose:30 Tanker: Yes   ServiceTime: pump anytime  ,12
Jamel Lloyd,03/06/2026,Scheduled,DKW-Taco Bell #5457,"8000 Providence Rd Charlotte, NC 28277",1000,side of store   hose:50 Tanker: YES  ServiceTime: early as possible,16
Jamel Lloyd,01/14/2026,Scheduled,DKW-Taco Bell #5500,"1910 Sardis Rd N Charlotte, NC 28270",1100,back side of building near drive-thru hose:40 Tanker: Yes    ServiceTime: pump anytime,12
Jamel Lloyd,01/12/2026,Scheduled,DKW-Taco Bell- Mint Hill (Woodland Beaver Rd),"Taco Bell - Woodland Beaver10800 Woodland Beaver Rd Charlotte, North Carolina 28215-5177",1000,,12
Jamel Lloyd,02/22/2026,Scheduled,DKW-Texas Roadhouse #740,"275 Tingle Dr Salisbury, NC 28146",3200,"1 concrete manhole cover located behind the business. There are other concrete covers on the property, but they are part of the septic system. Please do not service them. hose: Tanker:   ServiceTime: ",8
Jamel Lloyd,02/10/2026,Scheduled,DKW-The Donut House,"DKW-The Donut House3387 Cloverleaf Parkway Kannapolis, NC 28083",50,"Requested Service Date Mondays- location is closed -prefer 8 -9 am or any other day between 3-5am
Trap located in back of kitchen under sink",12
Jamel Lloyd,02/10/2026,Scheduled,DKW-The Habit Burger #356,"2121 W. Roosevelt Blvd. Monroe, NC 28110",1000, hose: Tanker:   ServiceTime: ,12
Jamel Lloyd,02/20/2026,Scheduled,DKW-The Habit Burger #443,"7266 NC-73 HWY, Ste. 101 Denver, NC 28037",1500,Always confirm work order prior to service. ,12
Jamel Lloyd,02/24/2026,Scheduled,DKW-The Habit Burger #446,"379 W. Plaza Dr. Mooresville, NC 28117",1500, hose:Not specified Tanker: Unknown  ServiceTime: ,12
Jamel Lloyd,03/11/2026,Scheduled,DKW-Velvet Taco,"1601 E Woodlawn Rd Charlotte, NC 28209",2000,back center hose:Not specified Tanker: Unknown  ServiceTime: ,12
Jamel Lloyd,01/06/2026,Closed and Complete,DKW-Wing Stop #1110,"624 Tyvola Rd Ste 101 Charlotte, NC 28217",275,,8
Jamel Lloyd,03/03/2026,Scheduled,DKW-Wing Stop #1110,"624 Tyvola Rd Ste 101 Charlotte, NC 28217",275,,8
Jamel Lloyd,02/11/2026,Scheduled,DKW-Wing Stop #712,"9211 N Tryon St Charlotte, NC 28262",275,back center	30	Yes,8
Jiro Prioleau,02/23/2026,Scheduled,DKW-521 Filling Station,"608 South Hampton Street Kershaw, SC 29067",1000,"outside under a covered employee break area- at the rear back doorway
hose: Tanker:   Yes ServiceTime: after 7 AM
",14
Jiro Prioleau,03/16/2026,Scheduled,DKW-A Town Wings - 2,"886 John Calhoun Drive Orangeburg, SC 29115",1500 +1000, hose: Tanker:   ServiceTime: ,14
Jiro Prioleau,01/09/2026,Closed and Complete,DKW-Applebee's #1128,"10102 TWO NOTCH RD COLUMBIA, SC ",4000,"4000 gallons MONTHLY per inspector
Schedule with Inspector- Danny Holland",12
Jiro Prioleau,02/06/2026,Scheduled,DKW-Applebee's #1128,"10102 TWO NOTCH RD COLUMBIA, SC ",4000,"4000 gallons MONTHLY per inspector
Schedule with Inspector- Danny Holland",12
Jiro Prioleau,03/06/2026,Scheduled,DKW-Applebee's #1128,"10102 TWO NOTCH RD COLUMBIA, SC ",4000,"4000 gallons MONTHLY per inspector
Schedule with Inspector- Danny Holland",12
Jiro Prioleau,01/03/2026,Closed and Complete,DKW-Applebee's #1129," 2497 BROAD ST SUMTER, SC ",1000,,12
Jiro Prioleau,02/02/2026,Scheduled,DKW-Arby's #8747,"2707 Clemson Rd Columbia, SC 29229",1500, hose: Tanker:   ServiceTime: ,14
Jiro Prioleau,03/11/2026,Scheduled,DKW-ASD5-MIDWAY ELEMENTARY,"1221 Harriet Circle Anderson, SC 29621",1000,Traps are in back of school can access them by bus entrance,12
Jiro Prioleau,01/20/2026,Dispatched,DKW-Barberitos,"1739 MAYBANK HWY SUITE A CHARLESTON, SC 29412",1000,"located on left side of building, use back entrance",12
Jiro Prioleau,01/16/2026,Scheduled,DKW-BCS - Bowen's Corner Elementary,"1173 Williams Lane Hanahan, SC 29410",1000, hose: Tanker:   ServiceTime: ,24
Jiro Prioleau,01/24/2026,Dispatched,DKW-BCS - Daniel Island School,"2365 Daniel Island Drive Charleston, SC 29492",2000, hose: Tanker:   ServiceTime: ,24
Jiro Prioleau,01/24/2026,Dispatched,DKW-BCS - Hanahan High School,"6015 Murray Drive Hanahan, SC 29410",1500, hose: Tanker:   ServiceTime: ,24
Jiro Prioleau,01/24/2026,Dispatched,DKW-BCS - Philip Simmons Elementary School,"2095 Seven Sticks Drive Wando, SC 29492",2000, hose: Tanker:   ServiceTime: ,24
Jiro Prioleau,01/24/2026,Dispatched,DKW-BCS - Philip Simmons High School,"3080 River Village Drive Charleston, SC 29492",6000, hose: Tanker:   ServiceTime: ,24
Jiro Prioleau,01/02/2026,Dispatched,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
Jiro Prioleau,01/12/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
Jiro Prioleau,01/23/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
Jiro Prioleau,02/02/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
Jiro Prioleau,02/13/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
Jiro Prioleau,02/23/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
Jiro Prioleau,03/06/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
Jiro Prioleau,03/16/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
Jiro Prioleau,03/27/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
Jiro Prioleau,02/20/2026,Scheduled,DKW-Bojangles #17,"930 Elmwood Ave Columbia, SC 29201",1000,Notify City of Columbia Inspector,5
Jiro Prioleau,01/23/2026,Dispatched,DKW-Bojangles #38,"4301 Fort Jackson Blvd Columbia, SC 29205",1500, hose: Tanker:   ServiceTime: ,8
Jiro Prioleau,02/18/2026,Scheduled,DKW-Bojangles #54,"1038 Broad St Sumter, SC 29150",1500,FRONT RIGHT SIDE IN PARKING hose:50 Tanker: YES  ServiceTime: early as possible,12
Jiro Prioleau,01/09/2026,Closed and Complete,DKW-Bojangles #570,"91 Clemson Rd Columbia, SC 29229",1000,"outback of store hose:50ft Tanker: yes  ServiceTime: early
Inspector must be on site- Danny Holland",12
Jiro Prioleau,03/06/2026,Scheduled,DKW-Bojangles #570,"91 Clemson Rd Columbia, SC 29229",1000,"outback of store hose:50ft Tanker: yes  ServiceTime: early
Inspector must be on site- Danny Holland",12
Jiro Prioleau,03/25/2026,Scheduled,DKW-Bojangles #660,"8710 Farrow Rd Columbia, SC 29203",1000,PARKING AREA hose:50 FT Tanker: YES  ServiceTime: ANYTIME,8
Jiro Prioleau,01/09/2026,Closed and Complete,DKW-Bojangles #71,"7385 Two Notch Rd Columbia, SC 29223",1500,"side of building hose:50 ft Tanker: yes  ServiceTime: early
Schedule with Danny Holland",10
Jiro Prioleau,02/20/2026,Scheduled,DKW-Bojangles #71,"7385 Two Notch Rd Columbia, SC 29223",1500,"side of building hose:50 ft Tanker: yes  ServiceTime: early
Schedule with Danny Holland",10
Jiro Prioleau,03/18/2026,Scheduled,DKW-Bojangles #836,"1701 Hwy 15 S Sumter, SC 29150",1000,side of building in parking area hose:50 Tanker: yes  ServiceTime: early as possible,12
Jiro Prioleau,02/01/2026,Scheduled,DKW-Bojangles #837,"2004 Paxville Hwy Manning, SC 29102",1500,back near speaker hose:50 Tanker: yes  ServiceTime: early as possible,16
Jiro Prioleau,02/05/2026,Scheduled,DKW-Bojangles #848,"2800 Clemson Rd Columbia, SC 29229",125, hose: Tanker:   ServiceTime: ,12
Jiro Prioleau,02/16/2026,Scheduled,DKW-Braza Chicken,"DKW-Braza Chicken676 St Andrews Columbia, SC 29210",1500,,12
Jiro Prioleau,01/07/2026,Closed and Complete,DKW-Brueggers Bagels- Forest Dr,"4601 Forest Dr Columbia, South Carolina 29206-3122",1500,,12
Jiro Prioleau,1/15/2026,Closed and Complete,DKW-Brueggers Bagels Irmo,"945 Lake Murray Blvd Irmo, SC 29063",150,Call Matt to schedule 8035466107 2:15 pm arrival to pump,8
Jiro Prioleau,01/16/2026,Dispatched,DKW-Buffalo Wild Wings #3387,"4959 Centre Pointe Dr # 64 North Charleston, SC 29418",1000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,03/13/2026,Scheduled,DKW-Buffalo Wild Wings #3387,"4959 Centre Pointe Dr # 64 North Charleston, SC 29418",1000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,03/03/2026,Dispatched,DKW-Charleston Aviation Authority,"6501 Porsche Blvd North Charleston, SC 29418",1500,,12
Jiro Prioleau,01/27/2026,Dispatched,DKW-CHOPSTICKS HOUSE,"86 Society St Charleston, SC 29401",1000, hose: Tanker:   ServiceTime: ,8
Jiro Prioleau,02/25/2026,Scheduled,DKW-Citadel- Coward Hall,"3 Lee Ave Charleston, SC 29409",2-1500 ,,12
Jiro Prioleau,01/28/2026,Scheduled,DKW-Citadel- Starbucks,"3 Lee Ave Charleston, SC 29409",50,,12
Jiro Prioleau,01/01/2026,Scheduled,DKW-Clean Eatz - Forest Acres,"5550 Forest Dr Columbia, South Carolina 29206-5000",120,,24
Jiro Prioleau,01/31/2026,Scheduled,DKW-College of Charleston - City Bistro,"80 Saint Philip Street A Charleston, SC  29424",2000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,02/28/2026,Scheduled,DKW-College of Charleston - City Bistro,"80 Saint Philip Street A Charleston, SC  29424",2000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,03/31/2026,Scheduled,DKW-College of Charleston - City Bistro,"80 Saint Philip Street A Charleston, SC  29424",2000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,01/20/2026,Scheduled,DKW-College of Charleston - Craig Catering Kitchen,"DKW-College of Charleston - Craig's Catering Kitchen65 George Street Charleston, SC 29424",1500,,12
Jiro Prioleau,02/17/2026,Scheduled,DKW-College of Charleston - Craig Catering Kitchen,"DKW-College of Charleston - Craig's Catering Kitchen65 George Street Charleston, SC 29424",1500,,12
Jiro Prioleau,03/17/2026,Scheduled,DKW-College of Charleston - Craig Catering Kitchen,"DKW-College of Charleston - Craig's Catering Kitchen65 George Street Charleston, SC 29424",1500,,12
Jiro Prioleau,01/31/2026,Scheduled,DKW-College of Charleston - Einstein's,"80 Saint Philip Street B Charleston, SC  29424",1000,,12
Jiro Prioleau,02/28/2026,Scheduled,DKW-College of Charleston - Einstein's,"80 Saint Philip Street B Charleston, SC  29424",1000,,12
Jiro Prioleau,03/31/2026,Scheduled,DKW-College of Charleston - Einstein's,"80 Saint Philip Street B Charleston, SC  29424",1000,,12
Jiro Prioleau,01/31/2026,Scheduled,DKW-College of Charleston - Liberty Fresh,"80 Saint Philip Street Charleston, SC  29424",2500,,12
Jiro Prioleau,02/28/2026,Scheduled,DKW-College of Charleston - Liberty Fresh,"80 Saint Philip Street Charleston, SC  29424",2500,,12
Jiro Prioleau,03/31/2026,Scheduled,DKW-College of Charleston - Liberty Fresh,"80 Saint Philip Street Charleston, SC  29424",2500,,12
Jiro Prioleau,01/08/2026,Dispatched,DKW-Columbiana Centre,"1000 Columbiana Circle Columbia, SC 29212",,right side of building hose: Tanker:   ServiceTime: ,8
Jiro Prioleau,01/14/2026,Closed and Complete,DKW-Conder Elementary,"DKW-Conder Elementary8040 Hunt Club Road Columbia, SC 29223",7000,,12
Jiro Prioleau,01/22/2026,Dispatched,DKW-DSD2 - Eagle Nest Elementary / River Oaks Middle,"8640 Rivers Oaks Drive North Charleston, SC 29420",1000, hose: Tanker:   ServiceTime: ,8
Jiro Prioleau,01/22/2026,Dispatched,DKW-DSD2 - Fort Dorchester High School,"8500 Patriot Boulevard North Charleston, SC 29420",3000, hose: Tanker:   ServiceTime: ,8
Jiro Prioleau,01/06/2026,Dispatched,DKW-DSD2 - Givhans Achievement Academy,"273 SC-61 Ridgeville, SC 29472",1000, hose: Tanker:   ServiceTime: ,8
Jiro Prioleau,03/31/2026,Scheduled,DKW-DSD2 - Givhans Achievement Academy,"273 SC-61 Ridgeville, SC 29472",1000, hose: Tanker:   ServiceTime: ,8
Jiro Prioleau,01/14/2026,Closed and Complete,DKW-E.L. Wright Middle,"DKW-E.L. Wright Middle2740 Alpine Road Columbia, SC 29223",7000,,12
Jiro Prioleau,03/11/2026,Scheduled,DKW-Five Guys #1021 - Tanger,"4959 Center Pointe Drive North Charleston, SC 29418",1000,OUTSIDE BACK BY WALL hose:50 FT Tanker: YES  ServiceTime: early before opening,16
Jiro Prioleau,01/22/2026,Dispatched,DKW-Five Guys #196 Mount Pleasant,"1795 Hwy 17 North Mount Pleasant, SC 29464",1500,front of store next to handicap space hose: Tanker:   ServiceTime: ,8
Jiro Prioleau,01/07/2026,Closed and Complete,DKW-Five Guys #350 - Forest,"4751 Forest Drive Columbia, SC 29206",2000,,12
Jiro Prioleau,02/22/2026,Scheduled,DKW-Hooters 1118,"2171 Northwoods Blvd N. Charleston, SC 29406",1000, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,03/03/2026,Scheduled,DKW-In & Out Wings,"4391 Dorchester Rd 230ANorth Charleston, SC 29405",2 traps- 1000 and 500,"1000 gallon grease trap- service each time
500 gallon wet well- service as need if grease is observed during normal pump out. 
First service is wet well pump out only.
Trap is behind location near door",12
Jiro Prioleau,01/14/2026,Closed and Complete,DKW-Jackson Creek Elementary,"DKW-Jackson Creek Elementary7150 Trenholm Road Columbia, SC 29223",6000,,12
Jiro Prioleau,01/31/2026,Scheduled,DKW-Kaminsky's,"930 Gervais St Columbia, SC 29201",100,"inside- front door	5 hoses		early
schedule with Markus  ‪(803) 297-1444‬  City Inspector",26
Jiro Prioleau,01/22/2026,Dispatched,DKW-KFC #L765-036,"2711 Clemson Rd Columbia, SC 29229",, hose: Tanker:   ServiceTime: ,16
Jiro Prioleau,02/05/2026,Scheduled,DKW-KJ's Market #36,"DKW-KJ's Market #36543 St Andrews Rd Columbia, SC 29210-4516",2000,,12
Jiro Prioleau,01/05/2026,Dispatched,DKW-Lowes #265,"2110 Highway 41 Mount Pleasant, SC 29466",3000, hose: Tanker:   ServiceTime: ,18
Jiro Prioleau,02/02/2026,Scheduled,DKW-Lowes #265,"2110 Highway 41 Mount Pleasant, SC 29466",3000, hose: Tanker:   ServiceTime: ,18
Jiro Prioleau,03/02/2026,Scheduled,DKW-Lowes #265,"2110 Highway 41 Mount Pleasant, SC 29466",3000, hose: Tanker:   ServiceTime: ,18
Jiro Prioleau,03/30/2026,Scheduled,DKW-Lowes #265,"2110 Highway 41 Mount Pleasant, SC 29466",3000, hose: Tanker:   ServiceTime: ,18
Jiro Prioleau,01/23/2026,Dispatched,DKW-Lowe's #278,"3125 Bees Ferry Rd Charleston, SC 29414",2000, hose: Tanker:   ServiceTime: ,18
Jiro Prioleau,01/16/2026,Dispatched,DKW-Paisono's Pizza,"1151 Queensborough Blvd # 100 Mount Pleasant, SC 29464",1000,,12
Jiro Prioleau,03/04/2026,Scheduled,DKW-Pearlz Two West Ashley,"9 Magnolia Road Charleston, SC 29407",1000, hose: Tanker:   ServiceTime: ,56
Jiro Prioleau,01/28/2026,Scheduled,DKW-Pearlz Vista,"935 Gervais St Columbia, SC 29201",150,"schedule with Markus ‪(803) 297-1444‬ City Inspector
Call location to schedule or email vrussell@hghosp.com ahead of time

Need 5 section hose- about 150-175 feet old way we serviced is now blocked. ",4
Jiro Prioleau,02/25/2026,Scheduled,DKW-Pearlz Vista,"935 Gervais St Columbia, SC 29201",150,"schedule with Markus ‪(803) 297-1444‬ City Inspector
Call location to schedule or email vrussell@hghosp.com ahead of time

Need 5 section hose- about 150-175 feet old way we serviced is now blocked. ",4
Jiro Prioleau,03/25/2026,Scheduled,DKW-Pearlz Vista,"935 Gervais St Columbia, SC 29201",150,"schedule with Markus ‪(803) 297-1444‬ City Inspector
Call location to schedule or email vrussell@hghosp.com ahead of time

Need 5 section hose- about 150-175 feet old way we serviced is now blocked. ",4
Jiro Prioleau,01/01/2026,Dispatched,DKW-Piggly Wiggly #182,"8780 A Rivers Avenue North Charleston, SC 29406",1000, hose: Tanker:   ServiceTime: ,12
Jiro Prioleau,02/26/2026,Scheduled,DKW-Piggly Wiggly #182,"8780 A Rivers Avenue North Charleston, SC 29406",1000, hose: Tanker:   ServiceTime: ,12
Jiro Prioleau,01/23/2026,Scheduled,DKW-Piggly Wiggly #184,"1270 Yeamans Hall Road Hanahan, SC 29410",150,,4
Jiro Prioleau,02/20/2026,Scheduled,DKW-Piggly Wiggly #184,"1270 Yeamans Hall Road Hanahan, SC 29410",150,,4
Jiro Prioleau,03/20/2026,Scheduled,DKW-Piggly Wiggly #184,"1270 Yeamans Hall Road Hanahan, SC 29410",150,,4
Jiro Prioleau,01/09/2026,Closed and Complete,DKW-Pizza Hut #013681 ,"2721A Emanuel Church Rd. West Columbia, SC 29170-1330",,2 30 ft hoses and a 3/8 hex key to remove the top lid,12
Jiro Prioleau,02/19/2026,Scheduled,DKW-Poke Burri,"835 Savannah Hwy # B Charleston, SC 29407",1500,"Service early morning- late at night when not open.  Parking lot is too busy to pump during the day. 
 2 lids
6 sets of lids it's the middle 2 for Poke Burri 1500
",12
Jiro Prioleau,01/06/2026,Dispatched,DKW-R1 - Alcorn Middle School,"5125 Fairfield Road Columbia, SC 29203",2000,,12
Jiro Prioleau,01/06/2026,Dispatched,DKW-R1 - Eau Claire High School,"4800 Monticello Road Columbia, SC 29203",1500,,12
Jiro Prioleau,01/06/2026,Dispatched,DKW-R1 - Hyatt Park Elementary School,"4200 Main Street Columbia , SC 29203",3000,,12
Jiro Prioleau,01/06/2026,Dispatched,DKW-R1 - J.P. Thomas Elementary School,"DKW-R1 - J.P. Thomas Elementary School6001 Weston Avenue Columbia, SC 29203",1500,,12
Jiro Prioleau,03/31/2026,Scheduled,DKW-R1 - J.P. Thomas Elementary School,"DKW-R1 - J.P. Thomas Elementary School6001 Weston Avenue Columbia, SC 29203",1500,,12
Jiro Prioleau,01/14/2026,Closed and Complete,DKW-R2 L.B. Nelson Elementary,"DKW-L.B. Nelson Elementary225 N. Brickyard Road Columbia, SC 29229",1000,,12
